# JMP-table dispatch audit
# total sites: 5450
#
# Summary:
#   static_target           5142  (JMP with statically resolved target — safe)
#   in_function_switch         0  (JMP(PC,Dn.W) compiled to in-function switch+goto — safe, this is the Duff's-device fix)
#   dynamic_register          56  (JMP (An)/(d,An)/(An,Xn) — runtime address from register, safe via call_by_address)
#   fallback_hybrid                — JMP(PC,Dn.W) routed through hybrid_jmp_interpret; subdivided:
#     function_entry          99    (base IS a registered function — call_by_address resolves it directly)
#     bra_w_trampoline         0    (base opcode = 0x6000; runtime miss feedback works)
#     offset_table           151    (base is a dc.w (target-base) table; 1+ entries decode to functions — runtime resolves it)
#     INTERIOR_UNRESOLVED      2    (DANGER: base is interior to a function, NOT one of the safe patterns above — silent failure class like pre-fix CPZ)
#     external_unresolved      0    (base outside any known function — investigate)
#   unsupported                0  (decoder hit a JMP mode the emitter doesn't handle)
#
# When `interior_unresolved` is non-zero, inspect each site — these are
# Sonic-2-CPZ-style silent-failure candidates. Either the recompiler's
# Duff's-device probe (probe_pc_idx_targets) didn't match, or the table
# really is a new pattern that needs new codegen support.
#
# Format: <jmp_addr>  in func <func>  base <base>  kind=<kind>[ targets=N]

$02DE1A  in func $02DE04  base $01ABB6  kind=static_target
$02E3C2  in func $02E3B8  base $02E3C6  kind=fallback_hybrid/offset_table
$02E47E  in func $02E474  base $001358  kind=static_target
$02E4BC  in func $02E4A6  base $001380  kind=static_target
$02E73E  in func $02E72E  base $001380  kind=static_target
$02E7D2  in func $02E7C6  base $001380  kind=static_target
$02E9EE  in func $02E9D8  base $01ABB6  kind=static_target
$02EA54  in func $02EA50  base $01ABC6  kind=static_target
$02EA76  in func $02EA6C  base $01ABC6  kind=static_target
$02EAC0  in func $02EAA6  base $01ABC6  kind=static_target
$02EC16  in func $02EC06  base $01ABC6  kind=static_target
$02EC38  in func $02EC2A  base $01ABB6  kind=static_target
$02EC44  in func $02EC44  base $01ABC6  kind=static_target
$02EC5E  in func $02EC56  base $01ABB6  kind=static_target
$02EC72  in func $02EC6A  base $01ABC6  kind=static_target
$02EC7A  in func $02EC7A  base $01ABB6  kind=static_target
$02EDA8  in func $02ED6A  base $01ABC6  kind=static_target
$02EDC4  in func $02EDBC  base $01ABC6  kind=static_target
$02EDCA  in func $02EDCA  base $01ABB6  kind=static_target
$02F942  in func $02F938  base $02F946  kind=fallback_hybrid/offset_table
$02FA20  in func $02FA14  base $01ABC6  kind=static_target
$02FA26  in func $02FA26  base $01ABB6  kind=static_target
$02FA3E  in func $02FA2C  base $01ABC6  kind=static_target
$02FA44  in func $02FA44  base $01ABB6  kind=static_target
$02FA4A  in func $02FA4A  base $01ABB6  kind=static_target
$02FB8A  in func $02FB8A  base $01ABB6  kind=static_target
$02FB90  in func $02FB90  base $01ABC6  kind=static_target
$02FE58  in func $02FE58  base $01B588  kind=static_target
$02FEAC  in func $02FEAC  base $01B588  kind=static_target
$02FEF0  in func $02FED2  base $01B588  kind=static_target
$02FF0E  in func $02FF04  base $01ABB6  kind=static_target
$030006  in func $030006  base $01B588  kind=static_target
$030100  in func $030100  base $01B588  kind=static_target
$030114  in func $03010E  base $01ABB6  kind=static_target
$0301A2  in func $0301A2  base $01ABC6  kind=static_target
$0301D2  in func $0301BE  base $01ABC6  kind=static_target
$0301D8  in func $0301D8  base $01ABB6  kind=static_target
$030216  in func $030202  base $01ABC6  kind=static_target
$030238  in func $03021C  base $01ABC6  kind=static_target
$03025A  in func $03023E  base $01ABC6  kind=static_target
$0302B8  in func $0302B8  base $01B5D4  kind=static_target
$0304D4  in func $0304D4  base $01B588  kind=static_target
$03057A  in func $03056E  base $01B588  kind=static_target
$030778  in func $030774  base $01B5B0  kind=static_target
$030844  in func $030834  base $01ABC6  kind=static_target
$03084A  in func $03084A  base $01ABB6  kind=static_target
$0308F4  in func $0308C6  base $01B5B0  kind=static_target
$030920  in func $03091A  base $01B5D4  kind=static_target
$0309C6  in func $0309C6  base $01B588  kind=static_target
$030A32  in func $030A32  base $01ABC6  kind=static_target
$030C00  in func $030BE2  base $01B588  kind=static_target
$030C76  in func $030C76  base $01B588  kind=static_target
$030E12  in func $030E12  base $01B588  kind=static_target
$030F52  in func $030F34  base $01B588  kind=static_target
$0310D4  in func $0310B6  base $01B588  kind=static_target
$031180  in func $031180  base $01ABB6  kind=static_target
$031220  in func $031220  base $01ABB6  kind=static_target
$03164C  in func $031626  base $01ABC6  kind=static_target
$03165E  in func $03165E  base $01ABB6  kind=static_target
$0317A8  in func $03178E  base $01B662  kind=static_target
$031926  in func $03191E  base $01B588  kind=static_target
$03193E  in func $03192C  base $01E2A6  kind=static_target
$031BF0  in func $031BD2  base $01B588  kind=static_target
$031C98  in func $031C86  base $001380  kind=static_target
$031CF4  in func $031CCA  base $01B588  kind=static_target
$031D8A  in func $031D8A  base $01B588  kind=static_target
$031E62  in func $031E5E  base $01B5B0  kind=static_target
$031E90  in func $031E90  base $01B5D4  kind=static_target
$031F5C  in func $031F4C  base $01B5D4  kind=static_target
$03200A  in func $031FF4  base $01B5D4  kind=static_target
$032102  in func $0320F2  base $01ABB6  kind=static_target
$0321DC  in func $0321D8  base $01B5B0  kind=static_target
$0321EA  in func $0321E2  base $0321EE  kind=fallback_hybrid/offset_table
$03270C  in func $032708  base $01B5B0  kind=static_target
$03271A  in func $032712  base $03271E  kind=fallback_hybrid/offset_table
$0328E2  in func $0328D0  base $01B5D4  kind=static_target
$0329B2  in func $0329A6  base $01B5D4  kind=static_target
$032A72  in func $032A5A  base $001380  kind=static_target
$032B62  in func $032B62  base $01B5D4  kind=static_target
$032DEC  in func $032DD2  base $001380  kind=static_target
$032ED8  in func $032EB4  base $01ABC6  kind=static_target
$032EEA  in func $032EEA  base $01ABB6  kind=static_target
$032F1C  in func $032EF8  base $01ABC6  kind=static_target
$032F2E  in func $032F2E  base $01ABB6  kind=static_target
$03308E  in func $03307C  base $01ABC6  kind=static_target
$0330E8  in func $0330E8  base $01B5D4  kind=static_target
$0330F6  in func $0330EE  base $0330FA  kind=fallback_hybrid/offset_table
$03338C  in func $033376  base $01B5D4  kind=static_target
$0335BE  in func $0335A8  base $01B5D4  kind=static_target
$0338BE  in func $0338BE  base $01B5D4  kind=static_target
$033ABE  in func $033AA4  base $012D22  kind=static_target
$033C14  in func $033BF4  base $012D22  kind=static_target
$033CA6  in func $033C86  base $01B5D4  kind=static_target
$033F64  in func $033F4A  base $012D22  kind=static_target
$034068  in func $03403A  base $01B5B0  kind=static_target
$03406E  in func $03406E  base $01B588  kind=static_target
$0341F4  in func $0341F0  base $01B666  kind=static_target
$03423E  in func $03423E  base $01B662  kind=static_target
$034244  in func $034244  base $01B588  kind=static_target
$034512  in func $034512  base $01B662  kind=static_target
$03452A  in func $034518  base $01ABC6  kind=static_target
$034530  in func $034530  base $01ABB6  kind=static_target
$034542  in func $034536  base $01B588  kind=static_target
$034668  in func $034646  base $01B5B0  kind=static_target
$0346DC  in func $0346BE  base $01B588  kind=static_target
$0347FA  in func $0347F6  base $01B5B0  kind=static_target
$03499C  in func $034994  base $01B588  kind=static_target
$034BF2  in func $034BEE  base $01B5B0  kind=static_target
$034D8C  in func $034D62  base $01B588  kind=static_target
$034DB6  in func $034DB6  base $01B588  kind=static_target
$034EF4  in func $034EEC  base $034EF8  kind=fallback_hybrid/offset_table
$035A1A  in func $035A1A  base $01B588  kind=static_target
$035A74  in func $035A74  base $01B588  kind=static_target
$035B8A  in func $035B56  base $01ABC6  kind=static_target
$035BA0  in func $035B90  base $01040C  kind=static_target
$035BB6  in func $035BA6  base $01040C  kind=static_target
$035CC4  in func $035CAC  base $01ABC6  kind=static_target
$035D1C  in func $035D04  base $01ABC6  kind=static_target
$035E46  in func $035E2E  base $001380  kind=static_target
$035E6E  in func $035E6E  base $01ABC6  kind=static_target
$036020  in func $036020  base $01ABC6  kind=static_target
$03634A  in func $03634A  base $01ABC6  kind=static_target
$036436  in func $036418  base $01ABC6  kind=static_target
$036606  in func $0365E8  base $01A596  kind=static_target
$03660C  in func $03660C  base $01A5F0  kind=static_target
$036702  in func $0366F4  base $01ABB6  kind=static_target
$036744  in func $036732  base $01ABB6  kind=static_target
$036758  in func $036758  base $01ABC6  kind=static_target
$0367BC  in func $0367BA  base $001380  kind=static_target
$03683A  in func $036834  base $01ABB6  kind=static_target
$036846  in func $036840  base $01ABC6  kind=static_target
$0368F4  in func $0368D0  base $01ABB6  kind=static_target
$036900  in func $0368FA  base $01ABC6  kind=static_target
$036920  in func $036912  base $024280  kind=static_target
$036A2C  in func $036A1A  base $01ABB6  kind=static_target
$036A32  in func $036A32  base $01ABC6  kind=static_target
$036D38  in func $036CEA  base $01ABC6  kind=static_target
$036DF6  in func $036DEA  base $01ABC6  kind=static_target
$036EF4  in func $036EF2  base $001380  kind=static_target
$037072  in func $03703A  base $01ABB6  kind=static_target
$0370AE  in func $0370A0  base $01ABC6  kind=static_target
$0370D0  in func $0370C2  base $01ABC6  kind=static_target
$0371B6  in func $0371AE  base $01ABC6  kind=static_target
$0374F6  in func $0374F0  base $01ABB6  kind=static_target
$037508  in func $0374FC  base $01ABC6  kind=static_target
$037D06  in func $037D00  base $01ABB6  kind=static_target
$037E24  in func $037E14  base $01ABC6  kind=static_target
$037EFA  in func $037EC2  base $01ABB6  kind=static_target
$037F3C  in func $037F38  base $01ABC6  kind=static_target
$037F64  in func $037F60  base $01ABC6  kind=static_target
$0380B6  in func $0380A8  base $01ABC6  kind=static_target
$038144  in func $0380F8  base $01ABC6  kind=static_target
$038188  in func $038188  base $01ABC6  kind=static_target
$0381E6  in func $0381D8  base $01ABB6  kind=static_target
$0381EC  in func $0381EC  base $01ABC6  kind=static_target
$038246  in func $038234  base $01ABB6  kind=static_target
$03824C  in func $03824C  base $01ABC6  kind=static_target
$0382F6  in func $0382F6  base $01B588  kind=static_target
$03834A  in func $038336  base $01ABB6  kind=static_target
$03837C  in func $038376  base $01ABC6  kind=static_target
$0384AC  in func $0384AC  base $01B588  kind=static_target
$03852E  in func $03852E  base $01B588  kind=static_target
$038876  in func $038876  base $01ABB6  kind=static_target
$03887C  in func $03887C  base $01ABC6  kind=static_target
$0388EE  in func $0388E4  base $01ABC6  kind=static_target
$038900  in func $0388F4  base $01ABC6  kind=static_target
$038906  in func $038906  base $01ABB6  kind=static_target
$038940  in func $038940  base $01ABB6  kind=static_target
$038A72  in func $038A64  base $001380  kind=static_target
$038BD0  in func $038BA8  base $01E45A  kind=static_target
$0390BC  in func $0390BC  base $01B5D4  kind=static_target
$039470  in func $03945E  base $01ABC6  kind=static_target
$0395F8  in func $0395F2  base $01ABC6  kind=static_target
$039670  in func $03966A  base $01ABC6  kind=static_target
$039676  in func $039676  base $01ABB6  kind=static_target
$0397CC  in func $0397C6  base $01ABC6  kind=static_target
$0398AC  in func $0398A6  base $01ABB6  kind=static_target
$0398F4  in func $0398E6  base $01ABB6  kind=static_target
$0399C4  in func $0399A6  base $01ABC6  kind=static_target
$0399CA  in func $0399CA  base $01ABB6  kind=static_target
$039B36  in func $039B22  base $01ABB6  kind=static_target
$039C48  in func $039BEE  base $01ABB6  kind=static_target
$039CE2  in func $039CCC  base $01B588  kind=static_target
$039D14  in func $039CE8  base $01ABB6  kind=static_target
$039D48  in func $039D3E  base $01ABC6  kind=static_target
$039D78  in func $039D6C  base $01ABC6  kind=static_target
$039D7E  in func $039D7E  base $01ABB6  kind=static_target
$039E1A  in func $039E18  base $001380  kind=static_target
$039F78  in func $039F58  base $01B5D4  kind=static_target
$03A0D0  in func $03A0B0  base $01B5D4  kind=static_target
$03A21A  in func $03A1E0  base $012D22  kind=static_target
$03A26A  in func $03A252  base $01B5D4  kind=static_target
$03A542  in func $03A52E  base $012D22  kind=static_target
$03A61A  in func $03A61A  base $01B666  kind=static_target
$03A8B2  in func $03A894  base $01B588  kind=static_target
$03AA78  in func $03AA5A  base $01B5D4  kind=static_target
$03B11C  in func $03B0E2  base $01B662  kind=static_target
$03B1BE  in func $03B1BE  base $01B662  kind=static_target
$03B1F6  in func $03B1F6  base $01B662  kind=static_target
$03B22C  in func $03B22C  base $01B588  kind=static_target
$03B232  in func $03B232  base $01B5D4  kind=static_target
$03B250  in func $03B250  base $01B588  kind=static_target
$03B256  in func $03B256  base $01B5D4  kind=static_target
$03B47C  in func $03B462  base $01B662  kind=static_target
$03B482  in func $03B482  base $01B588  kind=static_target
$03B622  in func $03B60E  base $01ABC6  kind=static_target
$03B634  in func $03B634  base $01ABB6  kind=static_target
$03B736  in func $03B718  base $01B588  kind=static_target
$03B8BC  in func $03B8B4  base $01B5B0  kind=static_target
$03B914  in func $03B90C  base $01B666  kind=static_target
$03B9D2  in func $03B9AC  base $01B5B0  kind=static_target
$03BA84  in func $03BA70  base $01B5B0  kind=static_target
$03BB16  in func $03BB08  base $01B5D4  kind=static_target
$03BB80  in func $03BB80  base $01B588  kind=static_target
$03BD14  in func $03BCF2  base $01B5B0  kind=static_target
$03BF9A  in func $03BF9A  base $01B5D4  kind=static_target
$03C202  in func $03C1EE  base $01B662  kind=static_target
$03C310  in func $03C2D2  base $01ABC6  kind=static_target
$03C322  in func $03C322  base $01ABB6  kind=static_target
$03C410  in func $03C3EE  base $01B5B0  kind=static_target
$03C60C  in func $03C60C  base $01B588  kind=static_target
$03C6B6  in func $03C694  base $01B5B0  kind=static_target
$03C75C  in func $03C756  base $01ABC6  kind=static_target
$03C788  in func $03C768  base $01E5E0  kind=static_target
$03C8B0  in func $03C8B0  base $01B588  kind=static_target
$03C8CE  in func $03C8CE  base $01B588  kind=static_target
$03C8FA  in func $03C8E8  base $01ABC6  kind=static_target
$03C900  in func $03C900  base $01ABB6  kind=static_target
$03C97E  in func $03C972  base $01B588  kind=static_target
$03C9DE  in func $03C9DE  base $01B588  kind=static_target
$03CA00  in func $03C9E4  base $01E5E0  kind=static_target
$03CA8C  in func $03CA8C  base $01B5D4  kind=static_target
$03CACA  in func $03CACA  base $01B588  kind=static_target
$03CBC8  in func $03CBA6  base $01B588  kind=static_target
$03CC46  in func $03CC44  base $001380  kind=static_target
$03CDAA  in func $03CD8E  base $01B588  kind=static_target
$03CE14  in func $03CDFC  base $01B588  kind=static_target
$03CFC4  in func $03CFA2  base $01ABC6  kind=static_target
$03CFCA  in func $03CFCA  base $01ABB6  kind=static_target
$03D118  in func $03D118  base $01B588  kind=static_target
$03D1AC  in func $03D1AC  base $01B588  kind=static_target
$03D21A  in func $03D20E  base $01B588  kind=static_target
$03D272  in func $03D232  base $01B588  kind=static_target
$03D2F0  in func $03D2D2  base $01B588  kind=static_target
$03D2F6  in func $03D2F6  base $01B588  kind=static_target
$03D500  in func $03D500  base $01ABB6  kind=static_target
$03D730  in func $03D730  base $01ABC6  kind=static_target
$03D79E  in func $03D79E  base $01ABB6  kind=static_target
$03D902  in func $03D902  base $01ABC6  kind=static_target
$03D940  in func $03D93A  base $01ABB6  kind=static_target
$03D9A8  in func $03D98E  base $01ABC6  kind=static_target
$03DBDA  in func $03DBD8  base $01ABC6  kind=static_target
$03DC12  in func $03DC10  base $01B588  kind=static_target
$03DC34  in func $03DC32  base $01ABC6  kind=static_target
$03DCCA  in func $03DCBA  base $01B5D4  kind=static_target
$03DE7A  in func $03DE6A  base $01B5D4  kind=static_target
$03E0D4  in func $03E080  base $01B588  kind=static_target
$03E1D2  in func $03E172  base $001380  kind=static_target
$03E45C  in func $03E422  base $01B588  kind=static_target
$03E4E6  in func $03E4E2  base $01B5B0  kind=static_target
$03E89C  in func $03E89C  base $01ABB6  kind=static_target
$03E9A0  in func $03E996  base $01ABB6  kind=static_target
$03E9A6  in func $03E9A6  base $01ABC6  kind=static_target
$03EA44  in func $03EA1E  base $01E45A  kind=static_target
$03EAC4  in func $03EAC4  base $01ABB6  kind=static_target
$03EC24  in func $03EC1A  base $01ABB6  kind=static_target
$03ED0A  in func $03ED0A  base $01ABC6  kind=static_target
$03ED68  in func $03ED46  base $01B588  kind=static_target
$03F0D2  in func $03F0D2  base $01B588  kind=static_target
$03F416  in func $03F40A  base $01B588  kind=static_target
$03F516  in func $03F516  base $01B588  kind=static_target
$03F56C  in func $03F56C  base $01B588  kind=static_target
$03F5A4  in func $03F5A4  base $01B588  kind=static_target
$03F990  in func $03F966  base $01B588  kind=static_target
$03FA88  in func $03FA66  base $001380  kind=static_target
$03FABC  in func $03FA8E  base $01B5B0  kind=static_target
$03FB06  in func $03FB06  base $01B588  kind=static_target
$03FB4A  in func $03FB4A  base $01B588  kind=static_target
$03FBBE  in func $03FBAC  base $01B5D4  kind=static_target
$03FD48  in func $03FD28  base $01B5D4  kind=static_target
$03FE6A  in func $03FE44  base $01B5D4  kind=static_target
$03FF98  in func $03FF80  base $01B5D4  kind=static_target
$0400EA  in func $0400CA  base $01B5D4  kind=static_target
$0403C4  in func $0403B0  base $01ABC6  kind=static_target
$0403D6  in func $0403D6  base $01ABB6  kind=static_target
$04046E  in func $04045E  base $01B5D4  kind=static_target
$0405D0  in func $0405AA  base $01B588  kind=static_target
